 - - - Fold 1/6 - - -

Train volume count: 294
Validation volume count: 76
Validation volumes: ['24' '28' '15' '78' '82' '25' '40' '31' '29' '7' '41' '33' '76' '30' '87'
 '77' '79' '43' '47' '35' '16' '44' '26' '81' '46' '45' '50' '18' '32'
 '21' '85' '3' '19' '2' '20' '17' '49' '42' '84' '39' '86']

Epoch [0001/0300], Training Loss: 1.1942, Validation Loss: 0.5188, Dropout p: 0.30, Patience: 0/75            
Epoch [0172/0300], Training Loss: 0.0501, Validation Loss: 0.0711, Dropout p: 0.30, Patience: 59/75            
Epoch [0173/0300], Training Loss: 0.0693, Validation Loss: 0.0722, Dropout p: 0.30, Patience: 60/75            
Epoch [0174/0300], Training Loss: 0.0884, Validation Loss: 0.0687, Dropout p: 0.30, Patience: 61/75            
Epoch [0175/0300], Training Loss: 0.0537, Validation Loss: 0.0722, Dropout p: 0.30, Patience: 62/75            
Epoch [0176/0300], Training Loss: 0.0732, Validation Loss: 0.0728, Dropout p: 0.30, Patience: 63/75            
Epoch [0177/0300], Training Loss: 0.0653, Validation Loss: 0.0695, Dropout p: 0.30, Patience: 64/75            
Epoch [0178/0300], Training Loss: 0.0605, Validation Loss: 0.0689, Dropout p: 0.30, Patience: 65/75            
Epoch [0179/0300], Training Loss: 0.0592, Validation Loss: 0.0762, Dropout p: 0.30, Patience: 66/75            
Epoch [0180/0300], Training Loss: 0.0603, Validation Loss: 0.0711, Dropout p: 0.30, Patience: 67/75            
Epoch [0181/0300], Training Loss: 0.0582, Validation Loss: 0.0716, Dropout p: 0.30, Patience: 68/75            
Epoch [0182/0300], Training Loss: 0.0650, Validation Loss: 0.0710, Dropout p: 0.30, Patience: 69/75            
Epoch [0183/0300], Training Loss: 0.0542, Validation Loss: 0.0731, Dropout p: 0.30, Patience: 70/75            
Epoch [0184/0300], Training Loss: 0.0725, Validation Loss: 0.0709, Dropout p: 0.30, Patience: 71/75            
Epoch [0185/0300], Training Loss: 0.0725, Validation Loss: 0.0700, Dropout p: 0.30, Patience: 72/75            
Epoch [0186/0300], Training Loss: 0.0495, Validation Loss: 0.0695, Dropout p: 0.30, Patience: 73/75            
Epoch [0187/0300], Training Loss: 0.0476, Validation Loss: 0.0738, Dropout p: 0.30, Patience: 74/75            
Epoch [0188/0300], Training Loss: 0.0560, Validation Loss: 0.0705, Dropout p: 0.30, Patience: 75/75            

Evaluating model on test set...
Predicted TBV: 259.62	Actual TBV: 278.68	Difference: 19.06
Predicted TBV: 185.66	Actual TBV: 185.38	Difference: 0.28
Predicted TBV: 202.05	Actual TBV: 232.09	Difference: 30.04
Predicted TBV: 252.79	Actual TBV: 255.49	Difference: 2.70
Predicted TBV: 272.10	Actual TBV: 270.60	Difference: 1.50
Predicted TBV: 425.91	Actual TBV: 436.77	Difference: 10.86
Predicted TBV: 108.99	Actual TBV: 103.80	Difference: 5.19
Predicted TBV: 262.23	Actual TBV: 261.07	Difference: 1.16
Predicted TBV: 326.93	Actual TBV: 326.98	Difference: 0.05
Predicted TBV: 323.55	Actual TBV: 310.82	Difference: 12.73
Predicted TBV: 221.52	Actual TBV: 203.67	Difference: 17.85
Predicted TBV: 214.21	Actual TBV: 203.15	Difference: 11.06
Predicted TBV: 186.47	Actual TBV: 173.72	Difference: 12.75
Predicted TBV: 227.43	Actual TBV: 199.16	Difference: 28.27
Predicted TBV: 187.63	Actual TBV: 185.07	Difference: 2.56
Predicted TBV: 174.58	Actual TBV: 167.47	Difference: 7.11
Predicted TBV: 171.54	Actual TBV: 169.57	Difference: 1.97
Predicted TBV: 131.04	Actual TBV: 128.96	Difference: 2.08
Predicted TBV: 441.89	Actual TBV: 389.83	Difference: 52.06
Predicted TBV: 141.98	Actual TBV: 159.59	Difference: 17.61
Predicted TBV: 315.12	Actual TBV: 346.51	Difference: 31.39
Predicted TBV: 195.57	Actual TBV: 185.31	Difference: 10.26
Predicted TBV: 362.26	Actual TBV: 381.77	Difference: 19.51
Predicted TBV: 196.79	Actual TBV: 185.04	Difference: 11.75
Predicted TBV: 248.55	Actual TBV: 246.80	Difference: 1.75
Predicted TBV: 175.88	Actual TBV: 174.98	Difference: 0.90
Predicted TBV: 202.93	Actual TBV: 209.68	Difference: 6.75
Predicted TBV: 240.30	Actual TBV: 236.49	Difference: 3.81
Predicted TBV: 299.45	Actual TBV: 282.55	Difference: 16.90
Predicted TBV: 198.22	Actual TBV: 220.23	Difference: 22.01
Predicted TBV: 178.47	Actual TBV: 170.82	Difference: 7.65
Predicted TBV: 228.18	Actual TBV: 228.85	Difference: 0.67
Predicted TBV: 175.79	Actual TBV: 179.03	Difference: 3.24
Predicted TBV: 265.95	Actual TBV: 281.36	Difference: 15.41
Predicted TBV: 210.90	Actual TBV: 203.92	Difference: 6.98
Predicted TBV: 223.37	Actual TBV: 203.03	Difference: 20.34
Predicted TBV: 356.40	Actual TBV: 337.52	Difference: 18.88
Predicted TBV: 183.80	Actual TBV: 180.88	Difference: 2.92
Predicted TBV: 195.30	Actual TBV: 179.91	Difference: 15.39
Predicted TBV: 203.23	Actual TBV: 184.50	Difference: 18.73

Evaluating model with 30 Bayesian runs...

Evaluating model with transforms and dropout...
Refused raster with error 12.84. TBV: 2.70.
Refused raster with error 11.64. TBV: 1.50.
Refused raster with error 10.68. TBV: 10.86.
Refused raster with error 17.16. TBV: 12.73.
Refused raster with error 10.70. TBV: 2.08.
Refused raster with error 12.02. TBV: 52.06.
Refused raster with error 10.51. TBV: 6.75.
Refused raster with error 18.68. TBV: 18.88.
Refused raster with error 12.11. TBV: 18.73.
Refused raster with error 11.03. TBV: 7.79.
Refused raster with error 11.65. TBV: 15.48.
Refused raster with error 10.39. TBV: 17.71.
Refused raster with error 13.10. TBV: 10.60.
Refused raster with error 16.16. TBV: 7.08.
Refused raster with error 13.32. TBV: 31.93.
Refused raster with error 16.96. TBV: 21.09.

Evaluating model with transforms only...
Refused raster with error 5.65. TBV: 1.50.
Refused raster with error 7.82. TBV: 52.06.
Refused raster with error 5.72. TBV: 6.75.
Refused raster with error 5.98. TBV: 22.01.
Refused raster with error 7.34. TBV: 17.71.
Refused raster with error 9.72. TBV: 0.36.
Refused raster with error 5.94. TBV: 31.93.
Refused raster with error 6.04. TBV: 12.33.
Refused raster with error 7.00. TBV: 21.09.

Evaluating model with dropout only...
Refused raster with error 11.37. TBV: 2.70.
Refused raster with error 10.64. TBV: 1.50.
Refused raster with error 12.03. TBV: 10.86.
Refused raster with error 13.93. TBV: 12.73.
Refused raster with error 12.19. TBV: 52.06.
Refused raster with error 12.81. TBV: 18.88.
Refused raster with error 9.83. TBV: 8.22.
Refused raster with error 12.64. TBV: 15.48.
Refused raster with error 14.14. TBV: 17.71.
Refused raster with error 14.34. TBV: 7.08.
Refused raster with error 10.64. TBV: 31.93.
Refused raster with error 10.97. TBV: 1.85.
Refused raster with error 15.13. TBV: 21.09.
Refused raster with error 9.28. TBV: 17.42.
Refused raster with error 9.97. TBV: 11.72.

- - - - - -
Non-bayesian prediction:
Total Raster Count: 82
Mean Absolute Error: 11.66 cc
Standard Deviation: 9.44 cc
Big error count (>30): 4
Big error mean: 36.36 cc
Big error std: 9.09 cc
- - - - - -

Bayesian prediction Dropout + Transforms Bayes:
Refused Raster Count: 16
Refused Raster Percentage: 19.51%
Refusal threshold: 10.35
Mean Absolute Error: 10.88 cc
Standard Deviation: 8.39 cc
Big error count (>30): 2
Big error mean: 30.72 cc
Big error std: 0.68 cc
- - - - - -

Bayesian prediction Transforms Bayes:
Refused Raster Count: 9
Refused Raster Percentage: 10.98%
Refusal threshold: 5.625
Mean Absolute Error: 10.82 cc
Standard Deviation: 8.05 cc
Big error count (>30): 2
Big error mean: 30.72 cc
Big error std: 0.68 cc
- - - - - -

Bayesian prediction Dropout Bayes:
Refused Raster Count: 15
Refused Raster Percentage: 18.29%
Refusal threshold: 9.0
Mean Absolute Error: 10.82 cc
Standard Deviation: 8.36 cc
Big error count (>30): 2
Big error mean: 30.72 cc
Big error std: 0.68 cc
- - - - - -

 - - - Fold 3/6 - - -

Train volume count: 312
Validation volume count: 58
Validation volumes: ['23' '48' '38' '1' '80' '22' '27' '36' '24' '28' '15' '78' '82' '25' '40'
 '31' '79' '43' '47' '35' '16' '44' '26' '81' '46' '45' '50' '18' '32'
 '21' '85' '3' '19' '2' '20' '17' '49' '42' '84' '39' '86']

Epoch [0001/0300], Training Loss: 0.8891, Validation Loss: 2.0028, Dropout p: 0.30, Patience: 0/75            
Epoch [0002/0300], Training Loss: 0.8452, Validation Loss: 2.3043, Dropout p: 0.30, Patience: 0/75            
Epoch [0003/0300], Training Loss: 0.7988, Validation Loss: 1.1949, Dropout p: 0.30, Patience: 0/75            
Epoch [0004/0300], Training Loss: 0.6770, Validation Loss: 1.2151, Dropout p: 0.30, Patience: 0/75            
Epoch [0005/0300], Training Loss: 0.5878, Validation Loss: 0.6152, Dropout p: 0.30, Patience: 0/75            
Epoch [0006/0300], Training Loss: 0.5331, Validation Loss: 0.4816, Dropout p: 0.30, Patience: 0/75            
Epoch [0007/0300], Training Loss: 0.4387, Validation Loss: 0.3237, Dropout p: 0.30, Patience: 0/75            
Epoch [0008/0300], Training Loss: 0.4419, Validation Loss: 0.2058, Dropout p: 0.30, Patience: 0/75            
Epoch [0009/0300], Training Loss: 0.4508, Validation Loss: 0.3425, Dropout p: 0.30, Patience: 0/75            
Epoch [0010/0300], Training Loss: 0.3967, Validation Loss: 0.1530, Dropout p: 0.30, Patience: 0/75            
Epoch [0011/0300], Training Loss: 0.3320, Validation Loss: 0.1323, Dropout p: 0.30, Patience: 0/75            
Epoch [0012/0300], Training Loss: 0.3267, Validation Loss: 0.1339, Dropout p: 0.30, Patience: 0/75            
Epoch [0013/0300], Training Loss: 0.3667, Validation Loss: 0.2003, Dropout p: 0.30, Patience: 0/75            
Epoch [0014/0300], Training Loss: 0.3575, Validation Loss: 0.1117, Dropout p: 0.30, Patience: 0/75            
Epoch [0015/0300], Training Loss: 0.3349, Validation Loss: 0.0946, Dropout p: 0.30, Patience: 0/75            
Epoch [0016/0300], Training Loss: 0.2886, Validation Loss: 0.1202, Dropout p: 0.30, Patience: 0/75            
Epoch [0017/0300], Training Loss: 0.2541, Validation Loss: 0.2166, Dropout p: 0.30, Patience: 0/75            
Epoch [0018/0300], Training Loss: 0.2701, Validation Loss: 0.1140, Dropout p: 0.30, Patience: 0/75            
Epoch [0019/0300], Training Loss: 0.2742, Validation Loss: 0.2240, Dropout p: 0.30, Patience: 0/75            
Epoch [0020/0300], Training Loss: 0.2624, Validation Loss: 0.2021, Dropout p: 0.30, Patience: 0/75            
Epoch [0021/0300], Training Loss: 0.3039, Validation Loss: 0.1563, Dropout p: 0.30, Patience: 0/75            
Epoch [0022/0300], Training Loss: 0.2261, Validation Loss: 0.1370, Dropout p: 0.30, Patience: 0/75            
Epoch [0023/0300], Training Loss: 0.2866, Validation Loss: 0.2005, Dropout p: 0.30, Patience: 0/75            
Epoch [0024/0300], Training Loss: 0.2123, Validation Loss: 0.0645, Dropout p: 0.30, Patience: 0/75            
Epoch [0025/0300], Training Loss: 0.2231, Validation Loss: 0.1392, Dropout p: 0.30, Patience: 0/75            
Epoch [0026/0300], Training Loss: 0.2610, Validation Loss: 0.1050, Dropout p: 0.30, Patience: 0/75            
Epoch [0027/0300], Training Loss: 0.2005, Validation Loss: 0.0749, Dropout p: 0.30, Patience: 0/75            
Epoch [0028/0300], Training Loss: 0.1920, Validation Loss: 0.1473, Dropout p: 0.30, Patience: 0/75            
Epoch [0029/0300], Training Loss: 0.2318, Validation Loss: 0.1722, Dropout p: 0.30, Patience: 0/75            
Epoch [0030/0300], Training Loss: 0.2728, Validation Loss: 0.1379, Dropout p: 0.30, Patience: 0/75            
Epoch [0031/0300], Training Loss: 0.2039, Validation Loss: 0.0652, Dropout p: 0.30, Patience: 0/75            
Epoch [0032/0300], Training Loss: 0.1959, Validation Loss: 0.1007, Dropout p: 0.30, Patience: 0/75            
Epoch [0033/0300], Training Loss: 0.2353, Validation Loss: 0.1430, Dropout p: 0.30, Patience: 0/75            
Epoch [0034/0300], Training Loss: 0.1940, Validation Loss: 0.1617, Dropout p: 0.30, Patience: 0/75            
Epoch [0035/0300], Training Loss: 0.1913, Validation Loss: 0.0818, Dropout p: 0.30, Patience: 0/75            
Epoch [0036/0300], Training Loss: 0.2370, Validation Loss: 0.0977, Dropout p: 0.30, Patience: 0/75            
Epoch [0037/0300], Training Loss: 0.1873, Validation Loss: 0.1116, Dropout p: 0.30, Patience: 0/75            
Epoch [0038/0300], Training Loss: 0.1865, Validation Loss: 0.1377, Dropout p: 0.30, Patience: 0/75            
Epoch [0039/0300], Training Loss: 0.2113, Validation Loss: 0.1310, Dropout p: 0.30, Patience: 0/75            
Epoch [0040/0300], Training Loss: 0.1475, Validation Loss: 0.0733, Dropout p: 0.30, Patience: 0/75            
Epoch [0041/0300], Training Loss: 0.1727, Validation Loss: 0.0967, Dropout p: 0.30, Patience: 0/75            
Epoch [0042/0300], Training Loss: 0.1692, Validation Loss: 0.1039, Dropout p: 0.30, Patience: 0/75            
Epoch [0043/0300], Training Loss: 0.1767, Validation Loss: 0.0802, Dropout p: 0.30, Patience: 0/75            
Epoch [0044/0300], Training Loss: 0.1520, Validation Loss: 0.1040, Dropout p: 0.30, Patience: 0/75            
Epoch [0045/0300], Training Loss: 0.1193, Validation Loss: 0.0938, Dropout p: 0.30, Patience: 0/75            
Epoch [0046/0300], Training Loss: 0.1854, Validation Loss: 0.1754, Dropout p: 0.30, Patience: 0/75            
Epoch [0047/0300], Training Loss: 0.1588, Validation Loss: 0.0848, Dropout p: 0.30, Patience: 0/75            
Epoch [0048/0300], Training Loss: 0.1700, Validation Loss: 0.1072, Dropout p: 0.30, Patience: 0/75            
Epoch [0049/0300], Training Loss: 0.1571, Validation Loss: 0.1700, Dropout p: 0.30, Patience: 0/75            
Epoch [0050/0300], Training Loss: 0.1408, Validation Loss: 0.1024, Dropout p: 0.30, Patience: 0/75            
Epoch [0051/0300], Training Loss: 0.1878, Validation Loss: 0.0903, Dropout p: 0.30, Patience: 0/75            
Epoch [0052/0300], Training Loss: 0.1336, Validation Loss: 0.0779, Dropout p: 0.30, Patience: 0/75            
Epoch [0053/0300], Training Loss: 0.1518, Validation Loss: 0.1129, Dropout p: 0.30, Patience: 0/75            
Epoch [0054/0300], Training Loss: 0.1877, Validation Loss: 0.0713, Dropout p: 0.30, Patience: 0/75            
Epoch [0055/0300], Training Loss: 0.1319, Validation Loss: 0.0926, Dropout p: 0.30, Patience: 0/75            
Epoch [0056/0300], Training Loss: 0.1272, Validation Loss: 0.0608, Dropout p: 0.30, Patience: 0/75            
Epoch [0057/0300], Training Loss: 0.1387, Validation Loss: 0.1233, Dropout p: 0.30, Patience: 0/75            
Epoch [0058/0300], Training Loss: 0.1124, Validation Loss: 0.0724, Dropout p: 0.30, Patience: 0/75            
Epoch [0059/0300], Training Loss: 0.1158, Validation Loss: 0.1256, Dropout p: 0.30, Patience: 0/75            
Epoch [0060/0300], Training Loss: 0.1472, Validation Loss: 0.0818, Dropout p: 0.30, Patience: 0/75            
Epoch [0061/0300], Training Loss: 0.1205, Validation Loss: 0.0938, Dropout p: 0.30, Patience: 0/75            
Epoch [0062/0300], Training Loss: 0.0948, Validation Loss: 0.0774, Dropout p: 0.30, Patience: 0/75            
Epoch [0063/0300], Training Loss: 0.1120, Validation Loss: 0.0689, Dropout p: 0.30, Patience: 0/75            
Epoch [0064/0300], Training Loss: 0.1103, Validation Loss: 0.0982, Dropout p: 0.30, Patience: 0/75            
Epoch [0065/0300], Training Loss: 0.1163, Validation Loss: 0.1019, Dropout p: 0.30, Patience: 0/75            
Epoch [0066/0300], Training Loss: 0.1006, Validation Loss: 0.1344, Dropout p: 0.30, Patience: 0/75            
Epoch [0067/0300], Training Loss: 0.1115, Validation Loss: 0.0797, Dropout p: 0.30, Patience: 0/75            
Epoch [0068/0300], Training Loss: 0.1146, Validation Loss: 0.0909, Dropout p: 0.30, Patience: 0/75            
Epoch [0069/0300], Training Loss: 0.0984, Validation Loss: 0.0832, Dropout p: 0.30, Patience: 0/75            
Epoch [0070/0300], Training Loss: 0.1064, Validation Loss: 0.0565, Dropout p: 0.30, Patience: 0/75            
Epoch [0071/0300], Training Loss: 0.0833, Validation Loss: 0.0879, Dropout p: 0.30, Patience: 0/75            
Epoch [0072/0300], Training Loss: 0.0937, Validation Loss: 0.1008, Dropout p: 0.30, Patience: 0/75            
Epoch [0073/0300], Training Loss: 0.0961, Validation Loss: 0.0886, Dropout p: 0.30, Patience: 0/75            
Epoch [0074/0300], Training Loss: 0.0813, Validation Loss: 0.0839, Dropout p: 0.30, Patience: 0/75            
Epoch [0075/0300], Training Loss: 0.1061, Validation Loss: 0.1301, Dropout p: 0.30, Patience: 0/75            
Epoch [0076/0300], Training Loss: 0.1173, Validation Loss: 0.0956, Dropout p: 0.30, Patience: 0/75            
Epoch [0077/0300], Training Loss: 0.0648, Validation Loss: 0.0926, Dropout p: 0.30, Patience: 0/75            
Epoch [0078/0300], Training Loss: 0.0780, Validation Loss: 0.1215, Dropout p: 0.30, Patience: 0/75            
Epoch [0079/0300], Training Loss: 0.0898, Validation Loss: 0.0589, Dropout p: 0.30, Patience: 0/75            
Epoch [0080/0300], Training Loss: 0.0848, Validation Loss: 0.0802, Dropout p: 0.30, Patience: 0/75            
Epoch [0081/0300], Training Loss: 0.1204, Validation Loss: 0.0694, Dropout p: 0.30, Patience: 0/75            
Epoch [0082/0300], Training Loss: 0.1132, Validation Loss: 0.1214, Dropout p: 0.30, Patience: 0/75            
Epoch [0083/0300], Training Loss: 0.1099, Validation Loss: 0.0961, Dropout p: 0.30, Patience: 0/75            
Epoch [0084/0300], Training Loss: 0.0780, Validation Loss: 0.0971, Dropout p: 0.30, Patience: 0/75            
Epoch [0085/0300], Training Loss: 0.0841, Validation Loss: 0.0719, Dropout p: 0.30, Patience: 0/75            
Epoch [0086/0300], Training Loss: 0.0859, Validation Loss: 0.0852, Dropout p: 0.30, Patience: 0/75            
Epoch [0087/0300], Training Loss: 0.0795, Validation Loss: 0.1201, Dropout p: 0.30, Patience: 0/75            
Epoch [0088/0300], Training Loss: 0.0741, Validation Loss: 0.0548, Dropout p: 0.30, Patience: 0/75            
Epoch [0089/0300], Training Loss: 0.0985, Validation Loss: 0.0842, Dropout p: 0.30, Patience: 0/75            
Epoch [0090/0300], Training Loss: 0.0933, Validation Loss: 0.0880, Dropout p: 0.30, Patience: 0/75            
Epoch [0091/0300], Training Loss: 0.0959, Validation Loss: 0.0841, Dropout p: 0.30, Patience: 0/75            
Epoch [0092/0300], Training Loss: 0.0759, Validation Loss: 0.0645, Dropout p: 0.30, Patience: 0/75            
Epoch [0093/0300], Training Loss: 0.0670, Validation Loss: 0.0691, Dropout p: 0.30, Patience: 0/75            
Epoch [0094/0300], Training Loss: 0.0790, Validation Loss: 0.0589, Dropout p: 0.30, Patience: 0/75            
Epoch [0095/0300], Training Loss: 0.0688, Validation Loss: 0.0761, Dropout p: 0.30, Patience: 0/75            
Epoch [0096/0300], Training Loss: 0.0727, Validation Loss: 0.0744, Dropout p: 0.30, Patience: 0/75            
Epoch [0097/0300], Training Loss: 0.0714, Validation Loss: 0.0707, Dropout p: 0.30, Patience: 0/75            
Epoch [0098/0300], Training Loss: 0.0685, Validation Loss: 0.0778, Dropout p: 0.30, Patience: 0/75            
Epoch [0099/0300], Training Loss: 0.0725, Validation Loss: 0.0896, Dropout p: 0.30, Patience: 0/75            
Epoch [0100/0300], Training Loss: 0.1123, Validation Loss: 0.0982, Dropout p: 0.30, Patience: 0/75            
Epoch [0101/0300], Training Loss: 0.0650, Validation Loss: 0.0840, Dropout p: 0.30, Patience: 0/75            
Epoch [0102/0300], Training Loss: 0.0735, Validation Loss: 0.0867, Dropout p: 0.30, Patience: 1/75            
Epoch [0103/0300], Training Loss: 0.0878, Validation Loss: 0.0667, Dropout p: 0.30, Patience: 0/75            
Epoch [0104/0300], Training Loss: 0.0699, Validation Loss: 0.0812, Dropout p: 0.30, Patience: 1/75            
Epoch [0105/0300], Training Loss: 0.0600, Validation Loss: 0.0820, Dropout p: 0.30, Patience: 2/75            
Epoch [0106/0300], Training Loss: 0.0620, Validation Loss: 0.0721, Dropout p: 0.30, Patience: 3/75            
Epoch [0107/0300], Training Loss: 0.0757, Validation Loss: 0.0730, Dropout p: 0.30, Patience: 4/75            
Epoch [0108/0300], Training Loss: 0.0684, Validation Loss: 0.0737, Dropout p: 0.30, Patience: 5/75            
Epoch [0109/0300], Training Loss: 0.0600, Validation Loss: 0.0740, Dropout p: 0.30, Patience: 6/75            
Epoch [0110/0300], Training Loss: 0.0712, Validation Loss: 0.0777, Dropout p: 0.30, Patience: 7/75            
Epoch [0111/0300], Training Loss: 0.0606, Validation Loss: 0.0741, Dropout p: 0.30, Patience: 8/75            
Epoch [0112/0300], Training Loss: 0.0891, Validation Loss: 0.0616, Dropout p: 0.30, Patience: 0/75            
Epoch [0113/0300], Training Loss: 0.0686, Validation Loss: 0.0666, Dropout p: 0.30, Patience: 1/75            
Epoch [0114/0300], Training Loss: 0.0645, Validation Loss: 0.0690, Dropout p: 0.30, Patience: 2/75            
Epoch [0115/0300], Training Loss: 0.0554, Validation Loss: 0.0689, Dropout p: 0.30, Patience: 3/75            
Epoch [0116/0300], Training Loss: 0.0700, Validation Loss: 0.0773, Dropout p: 0.30, Patience: 4/75            
Epoch [0117/0300], Training Loss: 0.0769, Validation Loss: 0.0729, Dropout p: 0.30, Patience: 5/75            
Epoch [0118/0300], Training Loss: 0.0708, Validation Loss: 0.0653, Dropout p: 0.30, Patience: 6/75            
Epoch [0119/0300], Training Loss: 0.0903, Validation Loss: 0.0804, Dropout p: 0.30, Patience: 7/75            
Epoch [0120/0300], Training Loss: 0.0617, Validation Loss: 0.0724, Dropout p: 0.30, Patience: 8/75            
Epoch [0121/0300], Training Loss: 0.0710, Validation Loss: 0.0725, Dropout p: 0.30, Patience: 9/75            
Epoch [0122/0300], Training Loss: 0.0734, Validation Loss: 0.0698, Dropout p: 0.30, Patience: 10/75            
Epoch [0123/0300], Training Loss: 0.0786, Validation Loss: 0.0807, Dropout p: 0.30, Patience: 11/75            
Epoch [0124/0300], Training Loss: 0.0710, Validation Loss: 0.0708, Dropout p: 0.30, Patience: 12/75            
Epoch [0125/0300], Training Loss: 0.0491, Validation Loss: 0.0685, Dropout p: 0.30, Patience: 13/75            
Epoch [0126/0300], Training Loss: 0.0589, Validation Loss: 0.0757, Dropout p: 0.30, Patience: 14/75            
Epoch [0127/0300], Training Loss: 0.0635, Validation Loss: 0.0632, Dropout p: 0.30, Patience: 15/75            
Epoch [0128/0300], Training Loss: 0.0583, Validation Loss: 0.0712, Dropout p: 0.30, Patience: 16/75            
Epoch [0129/0300], Training Loss: 0.0674, Validation Loss: 0.0740, Dropout p: 0.30, Patience: 17/75            
Epoch [0130/0300], Training Loss: 0.0646, Validation Loss: 0.0699, Dropout p: 0.30, Patience: 18/75            
Epoch [0131/0300], Training Loss: 0.0527, Validation Loss: 0.0787, Dropout p: 0.30, Patience: 19/75            
Epoch [0132/0300], Training Loss: 0.0552, Validation Loss: 0.0645, Dropout p: 0.30, Patience: 20/75            
Epoch [0133/0300], Training Loss: 0.0622, Validation Loss: 0.0668, Dropout p: 0.30, Patience: 21/75            
Epoch [0134/0300], Training Loss: 0.0584, Validation Loss: 0.0731, Dropout p: 0.30, Patience: 22/75            
Epoch [0135/0300], Training Loss: 0.0635, Validation Loss: 0.0767, Dropout p: 0.30, Patience: 23/75            
Epoch [0136/0300], Training Loss: 0.0747, Validation Loss: 0.0739, Dropout p: 0.30, Patience: 24/75            
Epoch [0137/0300], Training Loss: 0.0749, Validation Loss: 0.0688, Dropout p: 0.30, Patience: 25/75            
Epoch [0138/0300], Training Loss: 0.0517, Validation Loss: 0.0672, Dropout p: 0.30, Patience: 26/75            
Epoch [0139/0300], Training Loss: 0.0431, Validation Loss: 0.0852, Dropout p: 0.30, Patience: 27/75            
Epoch [0140/0300], Training Loss: 0.0506, Validation Loss: 0.0723, Dropout p: 0.30, Patience: 28/75            
Epoch [0141/0300], Training Loss: 0.0547, Validation Loss: 0.0714, Dropout p: 0.30, Patience: 29/75            
Epoch [0142/0300], Training Loss: 0.0651, Validation Loss: 0.0736, Dropout p: 0.30, Patience: 30/75            
Epoch [0143/0300], Training Loss: 0.0647, Validation Loss: 0.0702, Dropout p: 0.30, Patience: 31/75            
Epoch [0144/0300], Training Loss: 0.0653, Validation Loss: 0.0623, Dropout p: 0.30, Patience: 32/75            
Epoch [0145/0300], Training Loss: 0.0721, Validation Loss: 0.0722, Dropout p: 0.30, Patience: 33/75            
Epoch [0146/0300], Training Loss: 0.0625, Validation Loss: 0.0786, Dropout p: 0.30, Patience: 34/75            
Epoch [0147/0300], Training Loss: 0.0705, Validation Loss: 0.0797, Dropout p: 0.30, Patience: 35/75            
Epoch [0148/0300], Training Loss: 0.0637, Validation Loss: 0.0756, Dropout p: 0.30, Patience: 36/75            
Epoch [0149/0300], Training Loss: 0.0543, Validation Loss: 0.0716, Dropout p: 0.30, Patience: 37/75            
Epoch [0150/0300], Training Loss: 0.0547, Validation Loss: 0.0788, Dropout p: 0.30, Patience: 38/75            
Epoch [0151/0300], Training Loss: 0.0653, Validation Loss: 0.0774, Dropout p: 0.30, Patience: 39/75            
Epoch [0152/0300], Training Loss: 0.0623, Validation Loss: 0.0744, Dropout p: 0.30, Patience: 40/75            
Epoch [0153/0300], Training Loss: 0.0610, Validation Loss: 0.0646, Dropout p: 0.30, Patience: 41/75            
Epoch [0154/0300], Training Loss: 0.0483, Validation Loss: 0.0710, Dropout p: 0.30, Patience: 42/75            
Epoch [0155/0300], Training Loss: 0.0686, Validation Loss: 0.0821, Dropout p: 0.30, Patience: 43/75            
Epoch [0156/0300], Training Loss: 0.0575, Validation Loss: 0.0783, Dropout p: 0.30, Patience: 44/75            
Epoch [0157/0300], Training Loss: 0.0590, Validation Loss: 0.0742, Dropout p: 0.30, Patience: 45/75            
Epoch [0158/0300], Training Loss: 0.0823, Validation Loss: 0.0666, Dropout p: 0.30, Patience: 46/75            
Epoch [0159/0300], Training Loss: 0.0701, Validation Loss: 0.0671, Dropout p: 0.30, Patience: 47/75            
Epoch [0160/0300], Training Loss: 0.0646, Validation Loss: 0.0766, Dropout p: 0.30, Patience: 48/75            
Epoch [0161/0300], Training Loss: 0.0810, Validation Loss: 0.0676, Dropout p: 0.30, Patience: 49/75            
Epoch [0162/0300], Training Loss: 0.0607, Validation Loss: 0.0824, Dropout p: 0.30, Patience: 50/75            
Epoch [0163/0300], Training Loss: 0.0492, Validation Loss: 0.0796, Dropout p: 0.30, Patience: 51/75            
Epoch [0164/0300], Training Loss: 0.0541, Validation Loss: 0.0675, Dropout p: 0.30, Patience: 52/75            
Epoch [0165/0300], Training Loss: 0.0799, Validation Loss: 0.0831, Dropout p: 0.30, Patience: 53/75            
Epoch [0166/0300], Training Loss: 0.0717, Validation Loss: 0.0744, Dropout p: 0.30, Patience: 54/75            
Epoch [0167/0300], Training Loss: 0.0990, Validation Loss: 0.0703, Dropout p: 0.30, Patience: 55/75            
Epoch [0168/0300], Training Loss: 0.0513, Validation Loss: 0.0708, Dropout p: 0.30, Patience: 56/75            
Epoch [0169/0300], Training Loss: 0.0651, Validation Loss: 0.0705, Dropout p: 0.30, Patience: 57/75            
Epoch [0170/0300], Training Loss: 0.0563, Validation Loss: 0.0718, Dropout p: 0.30, Patience: 58/75            
Epoch [0171/0300], Training Loss: 0.0721, Validation Loss: 0.0704, Dropout p: 0.30, Patience: 59/75            
